-0.444207,0.599203,0.100223,-0.345069,-0.259583,-0.657881,0.617039,-0.860638,0.824015,1.143283,1.597444,0.233538,-0.244903,-0.654081,-0.430058,-1.136079,0.397446,0.415498,-0.198071,0.009430,0.042267,0.461872,1.272653,0.088680,0.488712,0.588943,0.478717,0.052129,0.890841,1.050973,-0.125996,-0.157896,0.527222,-0.496819,0.469278,-0.905780
-0.443514,0.599803,0.100098,-0.349872,-0.257652,-0.652357,0.620996,-0.862689,0.807396,1.132701,1.592999,0.225933,-0.244903,-0.657272,-0.436930,-1.109075,0.408281,0.405910,-0.198139,0.016969,0.046272,0.461522,1.307118,0.096548,0.447430,0.494319,0.432374,0.073891,0.913173,1.043040,-0.122433,-0.162836,0.541819,-0.496828,0.476339,-0.887522
-0.442641,0.600831,0.099963,-0.355883,-0.255503,-0.645791,0.625315,-0.864550,0.788320,1.119637,1.588450,0.214844,-0.244903,-0.657510,-0.442862,-1.082593,0.416702,0.397281,-0.198305,0.025934,0.049639,0.460943,1.328818,0.095215,0.434339,0.379761,0.372316,0.092059,0.948196,1.036360,-0.115688,-0.166970,0.569536,-0.503307,0.479250,-0.861316
-0.441577,0.602340,0.099980,-0.362854,-0.252958,-0.637706,0.630619,-0.867980,0.763842,1.101464,1.583338,0.198139,-0.244903,-0.655080,-0.449166,-1.055979,0.422824,0.391664,-0.198713,0.036416,0.052077,0.460530,1.325433,0.086374,0.458379,0.250672,0.312603,0.116147,0.977725,1.028414,-0.109236,-0.167262,0.608689,-0.515887,0.480224,-0.820841
-0.440133,0.604353,0.100140,-0.371043,-0.249960,-0.627905,0.636853,-0.870496,0.732761,1.080433,1.577198,0.170181,-0.244903,-0.650701,-0.456733,-1.027140,0.429514,0.385897,-0.197361,0.047762,0.053812,0.460226,1.311760,0.081762,0.510706,0.132066,0.306243,0.119929,0.981358,1.019022,-0.113616,-0.159997,0.665153,-0.538134,0.481292,-0.758762
-0.438222,0.606852,0.100395,-0.380594,-0.245978,-0.617738,0.642684,-0.873658,0.700798,1.055525,1.572592,0.134309,-0.244902,-0.648627,-0.459090,-0.988618,0.437376,0.376463,-0.200664,0.058891,0.054478,0.460142,1.281741,0.076040,0.560474,0.024330,0.376030,0.128890,0.981590,1.007550,-0.121967,-0.141822,0.731404,-0.570037,0.481696,-0.670966
-0.435809,0.609894,0.100799,-0.391610,-0.240909,-0.607650,0.647585,-0.878402,0.672176,1.026514,1.570410,0.105381,-0.244902,-0.651750,-0.454116,-0.934939,0.449961,0.364697,-0.202274,0.069297,0.053904,0.459913,1.246698,0.060736,0.590962,-0.067944,0.478113,0.137272,0.979726,0.994962,-0.131918,-0.118860,0.808761,-0.605937,0.481759,-0.564745
-0.432800,0.613684,0.101766,-0.404153,-0.234630,-0.597855,0.651290,-0.883374,0.649080,0.995031,1.568324,0.090263,-0.244902,-0.659428,-0.440040,-0.865492,0.466997,0.352060,-0.187873,0.078289,0.052328,0.459585,1.216269,0.035852,0.604100,-0.150756,0.554231,0.166313,0.955169,0.962374,-0.159020,-0.116256,0.894132,-0.644784,0.482046,-0.424944
-0.429169,0.618375,0.104251,-0.417996,-0.227375,-0.588122,0.653982,-0.886145,0.630859,0.963507,1.566090,0.083739,-0.244910,-0.670129,-0.417722,-0.784365,0.488830,0.330575,-0.173441,0.086672,0.050292,0.459046,1.188043,0.006692,0.619676,-0.233046,0.630700,0.220384,0.893545,0.912655,-0.196273,-0.136431,0.959177,-0.682514,0.482198,-0.262618
-0.424320,0.624755,0.112340,-0.432248,-0.220358,-0.578664,0.655555,-0.882468,0.616488,0.932816,1.564853,0.078199,-0.244900,-0.701746,-0.390368,-0.694204,0.505604,0.302737,-0.156259,0.093619,0.048948,0.457852,1.163514,-0.027077,0.639642,-0.306566,0.770469,0.289226,0.835092,0.850149,-0.221977,-0.218724,0.934091,-0.674548,0.481748,-0.180259
-0.419415,0.631036,0.116288,-0.447146,-0.213306,-0.567038,0.658049,-0.875829,0.597681,0.906562,1.562638,0.063864,-0.244907,-0.722145,-0.352020,-0.574912,0.530524,0.277089,-0.136019,0.100123,0.049218,0.456161,1.133882,-0.072672,0.650929,-0.392748,0.906491,0.334172,0.779591,0.780792,-0.227781,-0.268747,0.828958,-0.685348,0.482062,-0.204999
-0.414812,0.636854,0.118474,-0.461652,-0.207099,-0.553759,0.661315,-0.866547,0.575270,0.882453,1.561614,0.041895,-0.244898,-0.739571,-0.311724,-0.452880,0.555092,0.265856,-0.113128,0.108020,0.049884,0.453519,1.099822,-0.114120,0.650960,-0.487194,1.015812,0.359783,0.731329,0.705769,-0.218637,-0.238533,0.679817,-0.714979,0.480192,-0.250999
-0.410661,0.642096,0.119985,-0.475053,-0.202814,-0.539894,0.664609,-0.853342,0.551749,0.861210,1.562875,0.012286,-0.244896,-0.745727,-0.284054,-0.372762,0.572102,0.266934,-0.093946,0.117527,0.048916,0.449548,1.070472,-0.138337,0.645486,-0.574283,1.107168,0.380467,0.683028,0.617068,-0.219867,-0.161764,0.532071,-0.749003,0.476783,-0.274754
-0.406943,0.646706,0.121449,-0.488042,-0.199589,-0.525188,0.667950,-0.837080,0.527568,0.839918,1.567226,-0.027130,-0.244895,-0.745359,-0.266469,-0.320976,0.583823,0.266534,-0.082538,0.126453,0.046977,0.445036,1.039144,-0.160229,0.629091,-0.657162,1.189479,0.393413,0.640048,0.524020,-0.230254,-0.046043,0.405618,-0.784857,0.464658,-0.274583
-0.403614,0.650589,0.122997,-0.500871,-0.197681,-0.509149,0.671430,-0.815522,0.503784,0.821106,1.576434,-0.069921,-0.244904,-0.745844,-0.250226,-0.272253,0.595677,0.259810,-0.074365,0.132814,0.046297,0.440033,0.991646,-0.171704,0.589022,-0.739066,1.283402,0.418592,0.570783,0.419272,-0.239933,0.084578,0.304073,-0.823618,0.423932,-0.267991
-0.400452,0.653633,0.124793,-0.513550,-0.195898,-0.492315,0.674920,-0.790635,0.480770,0.804292,1.589979,-0.112992,-0.244893,-0.752568,-0.232114,-0.223742,0.611795,0.258136,-0.071024,0.137372,0.046721,0.434862,0.953998,-0.189826,0.540315,-0.814366,1.348068,0.424147,0.503113,0.290066,-0.249952,0.211742,0.242716,-0.865461,0.376840,-0.254533
-0.397312,0.655710,0.127202,-0.524844,-0.194175,-0.476177,0.678299,-0.765174,0.458879,0.789382,1.606038,-0.154371,-0.244894,-0.765525,-0.210988,-0.176110,0.627378,0.260518,-0.062465,0.140055,0.048543,0.429656,0.936825,-0.207788,0.486256,-0.880288,1.391258,0.411982,0.436096,0.144288,-0.236891,0.324973,0.216243,-0.901685,0.352316,-0.260058
-0.394458,0.657576,0.130924,-0.533720,-0.192007,-0.459977,0.683152,-0.741382,0.432235,0.776551,1.624303,-0.186598,-0.244921,-0.783581,-0.195481,-0.138368,0.641578,0.256936,-0.049929,0.142344,0.053186,0.424914,0.955728,-0.223064,0.433844,-0.934111,1.396208,0.386909,0.385719,-0.005692,-0.215891,0.434701,0.218534,-0.935519,0.324708,-0.267349
-0.391407,0.657997,0.134011,-0.541014,-0.188261,-0.442798,0.689776,-0.715751,0.401407,0.763351,1.639429,-0.208681,-0.244920,-0.805130,-0.188960,-0.114014,0.654737,0.248618,-0.035546,0.145838,0.061531,0.421166,0.962073,-0.219781,0.382919,-0.970427,1.404059,0.372341,0.320281,-0.139539,-0.168538,0.525818,0.234199,-0.945810,0.302820,-0.275529
