0.397043,0.857698,0.096632,-0.610621,0.144798,-0.690003,-0.360653,-1.144943,0.409750,-0.280657,2.131377,-0.263436,-0.233606,-1.121659,-0.218903,0.239216,1.638884,0.318543,-0.065680,-0.276523,-0.005766,0.369272,1.272682,0.317322,-0.452469,0.378605,-0.408071,0.485592,0.982423,1.485638,-0.499523,-0.061961,-0.563793,-1.432155,0.411747,-0.305165
0.400603,0.857044,0.096619,-0.623277,0.131823,-0.677550,-0.367524,-1.134420,0.453529,-0.259067,2.117987,-0.241363,-0.228346,-1.110515,-0.192719,0.240097,1.641005,0.297701,-0.051831,-0.273895,-0.008207,0.365830,1.240060,0.430681,-0.608965,0.307417,-0.604944,0.485641,0.959912,1.485666,-0.454283,-0.066294,-0.664637,-1.509093,0.389546,-0.203719
0.404042,0.856101,0.097594,-0.630842,0.123484,-0.671367,-0.368858,-1.136389,0.456483,-0.236243,2.103780,-0.211803,-0.219831,-1.109807,-0.205552,0.233932,1.644350,0.268864,-0.009781,-0.267262,-0.008354,0.366827,1.193550,0.545844,-0.725795,0.232855,-0.755115,0.485533,0.920764,1.485650,-0.414611,-0.054455,-0.742134,-1.513332,0.362273,-0.163969
0.407571,0.854892,0.099769,-0.635002,0.119342,-0.669566,-0.366349,-1.146291,0.433288,-0.214263,2.088637,-0.168279,-0.208305,-1.115557,-0.245436,0.221919,1.646458,0.240522,0.029668,-0.262051,-0.007339,0.369376,1.143611,0.642378,-0.827139,0.185421,-0.850942,0.485630,0.878746,1.485671,-0.385219,-0.053328,-0.770724,-1.514342,0.343302,-0.127276
0.411784,0.853234,0.105383,-0.637323,0.115125,-0.668828,-0.365015,-1.159044,0.408171,-0.191237,2.075757,-0.113962,-0.212601,-1.127359,-0.270642,0.205728,1.643323,0.219488,0.018762,-0.263212,-0.006008,0.370615,1.088785,0.689030,-0.928459,0.178343,-0.891698,0.485648,0.839912,1.485673,-0.360513,-0.062540,-0.792663,-1.521967,0.325132,-0.112018
0.416131,0.851721,0.108868,-0.637519,0.109967,-0.668772,-0.366361,-1.169842,0.388221,-0.168300,2.067689,-0.064191,-0.233977,-1.132004,-0.282712,0.186136,1.635084,0.199388,-0.002781,-0.269652,-0.006164,0.370315,1.023587,0.719214,-1.033555,0.186612,-0.922339,0.485589,0.798005,1.485654,-0.341162,-0.071518,-0.816456,-1.515127,0.309279,-0.127432
0.420560,0.850508,0.111216,-0.636734,0.104105,-0.668581,-0.369771,-1.177517,0.375050,-0.145673,2.068941,-0.027600,-0.245711,-1.130394,-0.284713,0.160775,1.619005,0.180858,-0.007336,-0.279363,-0.008708,0.369175,0.954194,0.730308,-1.162151,0.216120,-0.915773,0.485675,0.719361,1.485671,-0.334581,-0.081442,-0.838227,-1.492829,0.298076,-0.148443
0.424923,0.849522,0.112960,-0.635069,0.098389,-0.668681,-0.373995,-1.179684,0.364253,-0.119781,2.079722,-0.007702,-0.246816,-1.121483,-0.280568,0.131620,1.592705,0.172983,-0.011986,-0.291189,-0.012948,0.367908,0.878273,0.732635,-1.301369,0.265138,-0.877667,0.485686,0.605479,1.485671,-0.342157,-0.093465,-0.852091,-1.475076,0.288705,-0.172590
0.429139,0.848739,0.114410,-0.632411,0.092639,-0.669362,-0.378719,-1.177851,0.353238,-0.091292,2.098683,0.001990,-0.247193,-1.108742,-0.276163,0.099623,1.557425,0.175854,-0.009550,-0.304539,-0.018511,0.367077,0.799789,0.724902,-1.438221,0.329788,-0.797654,0.485648,0.457902,1.485652,-0.359104,-0.102575,-0.862085,-1.462825,0.279769,-0.197239
0.433209,0.848263,0.115839,-0.628111,0.085664,-0.670933,-0.384691,-1.172529,0.348330,-0.057193,2.122228,0.010944,-0.247518,-1.095042,-0.272665,0.065059,1.514208,0.186649,-0.003734,-0.320791,-0.025854,0.367842,0.760674,0.701643,-1.483468,0.411967,-0.632652,0.485658,0.256144,1.485649,-0.387154,-0.109960,-0.871900,-1.465088,0.274857,-0.224975
