-1.682755,0.059681,0.146661,-0.470856,0.122070,-0.852288,-0.192348,-1.440431,-0.009427,0.008203,2.487964,-0.124801,-0.078192,-1.288266,-0.104951,0.258937,1.815939,0.056204,0.053802,-0.136369,-0.034715,0.467151,0.843095,-0.091019,0.698082,0.813223,0.888696,0.372647,0.985583,0.771596,0.172917,-1.251847,0.609014,-0.603178,0.300438,-0.985635
-1.687731,0.068367,0.152876,-0.480345,0.118365,-0.846878,-0.195077,-1.372181,-0.005200,-0.011222,2.508255,-0.195295,-0.098539,-1.277093,-0.120031,0.252496,1.856775,0.005730,0.042282,-0.134206,-0.037258,0.467803,0.858846,-0.079852,0.681680,0.846048,0.883018,0.368250,0.985479,0.796394,0.172620,-1.251763,0.604172,-0.603346,0.294255,-0.985637
-1.693097,0.076979,0.160377,-0.487216,0.116585,-0.842174,-0.199425,-1.299979,-0.000936,-0.038279,2.529218,-0.280275,-0.120704,-1.269598,-0.151322,0.248627,1.895874,-0.038464,0.013296,-0.133377,-0.034447,0.469563,0.871772,-0.067181,0.653055,0.899429,0.880163,0.362087,0.983942,0.819222,0.161218,-1.251517,0.611257,-0.599244,0.286131,-0.985639
-1.699012,0.084639,0.170579,-0.491655,0.113822,-0.838162,-0.206893,-1.225893,0.009544,-0.073828,2.541785,-0.373837,-0.135556,-1.274798,-0.185290,0.262551,1.938161,-0.028717,-0.048288,-0.136487,-0.025755,0.473026,0.864426,-0.029144,0.590583,1.011551,0.925994,0.383710,0.952752,0.846389,0.160748,-1.257158,0.613179,-0.591370,0.264003,-0.985665
-1.703031,0.092914,0.183279,-0.493689,0.108000,-0.834767,-0.218567,-1.147533,0.034669,-0.116308,2.544150,-0.457870,-0.137448,-1.296333,-0.163551,0.304975,1.988896,0.050714,-0.126364,-0.141341,-0.014721,0.477545,0.803738,0.039234,0.463545,1.204245,1.061810,0.476626,0.765480,0.873074,0.173295,-1.273667,0.610100,-0.584084,0.226555,-0.985641
-1.707639,0.101558,0.192341,-0.493918,0.096628,-0.831310,-0.235865,-1.075390,0.085872,-0.157440,2.543760,-0.531424,-0.113897,-1.313720,-0.093647,0.350969,2.054347,0.116803,-0.169967,-0.142757,-0.003364,0.481764,0.699765,0.133459,0.263462,1.422569,1.277452,0.480835,0.283442,0.898938,0.179259,-1.293425,0.620426,-0.569629,0.173793,-0.985641
-1.713144,0.110651,0.199003,-0.493809,0.080265,-0.826747,-0.257293,-1.005971,0.159864,-0.188771,2.543727,-0.596258,-0.083080,-1.321947,0.007079,0.387793,2.148485,0.090856,-0.226642,-0.137626,0.008290,0.485966,0.568565,0.201784,0.072033,1.476451,1.461470,0.389064,-0.272025,0.894202,0.171950,-1.320445,0.629403,-0.567063,0.140636,-0.985645
-1.719401,0.119906,0.203921,-0.492755,0.065130,-0.821060,-0.280735,-0.940186,0.248601,-0.218873,2.545340,-0.649486,-0.059063,-1.316470,0.099198,0.456249,2.286061,-0.042126,-0.246734,-0.129654,0.024063,0.490456,0.407662,0.275559,0.061078,1.369578,1.460247,0.242144,-0.449790,0.879921,0.169845,-1.350669,0.628801,-0.574694,0.113785,-0.985648
-1.726087,0.128875,0.207482,-0.488745,0.052795,-0.814838,-0.307214,-0.882022,0.344024,-0.251018,2.548684,-0.688572,-0.044614,-1.291026,0.167963,0.571239,2.447221,-0.188697,-0.247688,-0.124150,0.045057,0.494928,0.268175,0.341669,0.044783,1.210231,1.464835,0.174825,-0.349914,0.872400,0.168578,-1.374076,0.621258,-0.579237,0.083258,-0.985647
-1.732513,0.136582,0.210002,-0.480428,0.042696,-0.809743,-0.334189,-0.837691,0.402242,-0.260330,2.550619,-0.714068,-0.045477,-1.241544,0.206960,0.704062,2.590490,-0.330695,-0.247747,-0.124595,0.068693,0.498211,0.131629,0.400227,-0.009475,1.074789,1.507339,0.172599,-0.169656,0.871740,0.160549,-1.384537,0.610402,-0.574976,0.053902,-0.985644
-1.738439,0.143205,0.210858,-0.468476,0.033632,-0.806666,-0.358733,-0.800333,0.425195,-0.250162,2.550490,-0.733430,-0.064732,-1.194926,0.186785,0.846447,2.670731,-0.438118,-0.247746,-0.134304,0.090640,0.500439,-0.023362,0.450383,-0.059128,1.012167,1.548712,0.218228,-0.102222,0.870122,0.142886,-1.383585,0.598643,-0.560980,0.030122,-0.985640
-1.743597,0.149151,0.214162,-0.452476,0.019592,-0.805639,-0.381873,-0.775084,0.443412,-0.245757,2.553851,-0.757820,-0.107675,-1.179646,0.148038,0.956349,2.675248,-0.502608,-0.247476,-0.150195,0.103386,0.500772,-0.191232,0.492570,-0.070024,0.997923,1.537202,0.238323,-0.145847,0.857236,0.111504,-1.370724,0.583204,-0.543723,0.016595,-0.985636
